"id","name","description","state","region","sector","length","height","author","name_history","date_tense","date_insertion","time_approach","time_tensioning","rating","created_at","updated_at","published_at","created_by_id","updated_by_id"
576,Urban Červený Harcov,"Kotvení Most(trubky) -&gt; Strom, ideální lajna pro začátky nebo párty na mostě spojené se skákáním z mostu :-)",Česká republika,Liberecký,"Liberec, Koleje Harcov",23,12,stanely,,2010-06-19,,,,1,,,,,
584,Kozatá,"",Česká republika,Ústecký,Bořeň,29,20,Kwjet,,2009-04-02,,,,3,,2022-10-22 13:11:29.610,2022-10-22 13:11:29.604,,1
578,Tyršovská,kotvení za konstrukci,Česká republika,Plzeňský,Plzeň,35,10,Tomáš Komínek & Michal ,,2009-10-05,,,,1,,,,,
579,Železniční,kotvení za konstrukci,Česká republika,Plzeňský,Plzeň,10,10,Honzís,,2010-01-30,,,,1,,,,,
581,Pilíře,"",Česká republika,Plzeňský,Plzeň,52,8,Honzís,,2008-07-20,,,,1,,,,,
582,Lost Arrow Spire Classic,"Prvni prelez: Scott Balcom - 1985

Kotveni na jednej strane (big flake) - friendy, heksy + 1 nyt. Kotveni na vezi - nyty",USA,CA,Yosemite,17,880,Daemon,,2010-06-21,,,,5,,,,,
583,Vypálený chodidla,"HL vede ze Lvíčka na Sokola. Na Lvíčka přeskokem za II. Na Sokola doporučuju Údolní stěnu za VI. Kotvení: Na Lvíčkovi obhozenej blok (dva spojený čtyřmetrový spamsety). Na Sokoloj ovázaná borovice, back-up dojištenej za slaňák, lajna přitažená k dobíráku. NENAPÍNAT JENOM ZA DOBÍRÁK !!! NELÉZT PO DEŠTI! ",Česká republika,Středočeský,Drábky,23,25,"",,2010-07-12,,,,3,,,,,
587,Kružberkská vrtule,"Pravděpodobně první hajlajna v širším okolí opavy, prvním výjezdem nepokořena.

Kotvení lajny za borovice, lano dojištěno friendy, vklíněnci, smyčkami...

",Česká republika,Moravskoslezský,Kružberk,26,20,ondra a matesh,,2010-07-21,,,,2,,2022-10-22 13:13:40.890,2022-10-22 13:13:40.884,,1
588,Malej Huhulák,"vede z Morice na Soví věž
kotvení: 3 m spanset (ideálně víc) na každý straně na obhození šutrů (dávat bacha, aby se spansety nevysmekly)",Česká republika,Vysočina,Himmelreich,33,15,Kwjet,,2010-07-16,,,,2,,,,,
580,Kulturní,"kotvení za konstrukci, 
montáž ze servisních-pohyblivých lávek",Česká republika,Plzeňský,Plzeň,16,10,Honzís,,2010-05-23,,,,1,,2022-10-22 13:14:24.356,2022-10-22 13:14:24.348,,1
592,Trpasličí,Problematické kotvení na obou stranách. Na vyhlídce rezavé zábradlí - nutno jistit až ke kříži. Na Skřítkoj volné desky na vrchu - kotvení za krk vrcholové hlavy. ,Česká republika,Liberecký,Jizerské hory - Paličník,18,15,Kajoch,,2010-09-05,,,,1,,,,,
590,Master of the Universe,"lajna vede ze Střední rohový věže na Kořenáč; kotvení dohromady necelejch 20 m spansetů, obhazujou se vršky skal..",Česká republika,Ústecký,Ostrov,95,35,"Janek, Jerry, Faith, Jordan, K",,2010-08-29,,,,4,,2022-10-22 13:25:03.459,2022-10-22 13:25:03.449,,1
604,Que Vadis,"Na každou stranu asi 8m spansetů na hlavní kotvení+něco na backup. uprostřed dva zdatné stromy, ale nevadí, ačkoliv padat v tom místě asi neni nejlepší nápad :-)",Česká republika,Liberecký,Bezděčín,56,20,"",,2011-03-05,,,,2,,2022-10-22 13:42:43.887,2022-10-22 13:42:43.880,,1
595,Vánoční,"",Česká republika,Liberecký,Suché skály,12,30,Kajoch,,2009-12-27,,,,3,,,,,
596,Německá,Lajna mezi Širokou věží a Tureckou stěnou,Česká republika,Ústecký,Ostrov,15,20,Kajoch,,2008-05-02,,,,2,,,,,
796,Vlhká Kačenka,,,,,75,9,Lukáš Černý,,,,,,,2022-10-22 17:09:02.334,2022-10-22 17:09:02.334,,1,1
598,Maják-Ape (Záškolácká),"Na Majáku stačí třímetrová nekonečná smyčka u Apeho omotání kusu věže lanem nebo spojení 2,5-2-2m spanstů

Expozice je luxusní na jedné straně Adršpach na druhé straně Zdoňov a zá zády Sněžka musí být jen dobrá viditelnost..

",Česká republika,Královéhradecký,Adršpach\/Křížový vrch,31,25,Adrlines,,2010-10-14,,,,4,,,,,
797,projekt 130,,Česká Republika,Český Kras,malá Amerika,130,40,neznámý,,,,,,,2022-10-22 17:13:46.018,2022-10-22 17:13:46.018,,1,1
798,Grand Virgin Line,Lajna mezi Pannou a babou na Troskách.,,,,40,86,Matyáš Veselý,,,,,,,2022-10-22 17:26:25.327,2022-10-22 17:26:25.327,,1,1
601,Mládí vpřed!,"lajna vede ze Skalního hradu na Sokola.. kotvení za borovičky, bekap za dobíráky a šutry kolem..",Česká republika,Středočeský,Drábky,50,35,Kwjet,,2010-10-30,,,,2,,,,,
602,Mechobeton 20\/12,"Pražská HL v Šárce v sektoru Žabák. Poměrně user friendly. Kotvení spansety (4 a 5m) za skalní bloky. Na straně u Žabáku dávat pozor, aby blok neodpochodoval i s kotvením do údolí - pojistit. Krásný výhled do údolí a možnost lezení.",Česká republika,Hlavní město Praha,Praha - Šárka,20,12,"",,2010-11-06,,,,1,,,,,
597,Big Boy,"",Polsko,Dolnoslezské,Sokoliki,13,30,KudŁATY,,2007-05-19,,,,3,,2022-10-22 12:05:37.986,2022-10-22 12:05:37.979,,1
593,Camino Del Rey,"Zajímavé místo v soutězce, ale všchny lávky jsou v dezolátním stavu a naprosto nedůvěryhodné pro kotvení. 
Pro další akce by bylo lépe navrtat kotvení.",Španělsko,AL,El Chorro,10,25,Kajoch,,2007-12-31,,,,2,,2022-10-22 12:15:17.785,2022-10-22 12:15:17.777,,1
585,Cukrovarák,"Na Cukrovarském komíně obhození celé věže, dojištění za slaňák a poslední kruh Kampaňové cesty. Na Karbaníku hlavní kotvení za hrot nejblíže k Cukrovaráku. Dojištění obhozem celé skály (3 obhozy 80m statiky). NEKOTVIT POUZE ZA SLAŇÁK!!! Lezení povoleno od 1.5. - 30.11. a 48hod po dešti!",Česká republika,Královéhradecký,Adršpach,10,15,"Renan Ozturk, Cedar Wright",,2010-07-15,,,,3,,2022-10-22 12:27:40.537,2022-10-22 12:27:40.529,,1
599,Druhá Kunčická,"V ostré levotočivé zatáčce do kopce je po pravě straně kunčický Grand Kaňon.Z levé strany dobrý přístup ke kotvícímu stromu, z druhé strany se musí na strom vyšplhat. :-)",Česká republika,Královéhradecký,Vrchlabsko,9,8,Spy.Dr,,2010-10-17,,,,1,,2022-10-22 12:37:24.153,2022-10-22 12:37:24.146,,1
607,Davová Psychóza,"Na jednu stranu 9,5m spansetů, na druhou asi 8m?+ něco na backup.
",Česká Republika,Český ráj,Klokočí,20,20,"","",2011-03-13,,,,3,,2022-10-22 12:30:34.429,2022-10-22 12:29:50.465,,1
605,Eis Caffee,"",Česká republika,Liberecký,Besedice,13,13,"",,2011-03-06,,,,2,,2022-10-22 12:38:33.830,2022-10-22 12:38:33.822,,1
594,Escalera Arabe,"Věžičku obhodit - ve stěně provázat složitého pavouka, který zasahuje do několika lezeckých cest a to by mohlo někomu vadit :-(",Španělsko,AL,El Chorro,20,10,Kajoch,,2008-03-21,,,,3,,2022-10-22 12:41:22.150,2022-10-22 12:41:22.142,,1
600,Grand Finále,"",Česká republika,Královéhradecký,"",15,9,Spy.Dr,,2010-10-24,,,,1,,2022-10-22 12:46:30.008,2022-10-22 12:46:30.000,,1
586,Guánoline,"Speciální lajna pro speciální příležitosti. Natahuje se pro účely pobavení návštěvníků hradu Kost. Z hlavní věže plné holubích mrtvol a hoven (odtud ne zcela přesný název), do okna Paláce.",Česká republika,Liberecký,Kost,13,10,"",,2010-04-25,,,,1,,2022-10-22 12:47:51.046,2022-10-22 12:47:51.038,,1
577,Hradlajn,"",Česká republika,Plzeňský,Vlčtejn,17,10,Honzís,,2009-05-03,,,,1,,2022-10-22 12:56:09.965,2022-10-22 12:56:09.956,,1
606,Instantní Housle,"User Friendly :-)
",Česká Republika,Český ráj,Klokočí,26,15,"","",2011-03-12,,,,2,,2022-10-22 12:57:35.324,2022-10-22 12:57:35.316,,1
591,Island King,"lajna vede ze Střední rohový věže na Špičák; celkem asi 20 metrů spansetů na kotvení, obhazujou se vršky obou věží.. napínací systém je na Rohový věži..",Česká republika,Ústecký,Ostrov,56,30,Kwjet,,2010-08-27,,,,3,,2022-10-22 12:59:15.873,2022-10-22 12:59:15.865,,1
608,Trn v patě,"lajna je na soukromým pozemku, takže setup musí bejt rychlej, nebo přijde vyhazovač Vasil.. celkem 15 spansetů..",Česká republika,Hlavní město Praha,Praha,29,15,Slackshop Team,,2011-03-24,,,,2,,,,,
629,Kontraband,"Lajna se kotví u stromu od Alter wegu, který je blíž Slackturnu a 4m spansety se protáhnou pod velký kámen ležící na vrcholu. Na druhé straně kotvení také za strom a vytažení 6m spansetů do spáry uprostřed vrcholu. Lajna křižuje Slackturn, první natažení bylo od Němců.",Česká republika,Ústecký,Ostrov,36,20,Němci,,2010-10-07,,,,2,,2022-10-22 13:10:40.330,2022-10-22 13:10:40.322,,1
610,Po větvovém flámu,"Lajna vede nad roklí cca 200 m od Vysáku. Kotví se za stromy.Na jedné straně mega strom asi 60 cm průměr, naproti se musí ze stráně naslaňovat ke stromu ve skalní stěně (má hodně členitý spodek).",Česká republika,Královéhradecký,Stárkovská stráň,20,18,PetrN,,2011-04-03,,,,1,,,,,
611,Otvírání studánek,"lajna je na okrajovým masivu Tisských stěn, přibližně v úrovni křižovatky na Libouchec, vede z Hřebenovýho kamene na Varhany.. kotvení celkem 8 + 8 m spansetů.. ",Česká republika,Ústecký,Tisá,33,15,SlackShop Team,,2011-04-02,,,,3,,,,,
612,Šupsajda Umakajda,"lajna vede z Komorníka (skrz skalní okno, kotveno za spáru v komíně) na Rozeklaný kámen (obhoz bloku v zadní části skály), cca půl metru výškový rozdíl..
celkem 7 + 13 m spansetů..",Česká republika,Ústecký,Ostrov,14,10,SlackShop Team,,2011-04-03,,,,2,,,,,
799,Two is more than one,Lajna v lomu Mexiko.,,,,40,70,"Pavel Kratochvíl, Vojta Čermák",Při napnutí nám proklouzla lajna v kotvítku a o hranu kotvítka se nařízla v polovině. Podle toho název.,,,,,,2022-10-22 17:29:23.616,2022-10-22 17:29:23.616,,1,1
625,Eliščino divadélko,"Lajna uprostřed lesíka nedaleko kanného divadla. Celkem pěkná oblast až na rozbité láhve a odpad po akcích...
",Česká Republika,"",Nový Jičín skalky,17,8,"","",2011-08-24,,,,1,,2022-10-23 17:21:55.709,2022-10-22 12:41:09.642,,1
615,Velkej Huhulák,Vede ze Soví věže(4m spansetů) na levou stranu věže protější(7-8m spansetů).,Česká republika,Ústecký,"Ostrov, Himmelreich",47,15,Kwjet,,2011-04-16,,,,3,,,,,
616,Never ending story,"Parádní highline se slušnou expozicí připravená Sebastianem, Fabianem, Bernhardem a Helmarem. Na menší věžičce tak 4m spansetů, na protější mohutnější tak 10m spansetů.",Česká republika,Ústecký,"Ostrov, Himmelreich",49,20,"Sebastian, Fabian, Bernhard",,2011-04-16,,,,3,,,,,
619,Zkouřenka,"Lajna vede z Mórice na protější věž. Na Móricovi 5m spansetů v úrovni pod slaňákem, na věži obhození vyčnívajícího hrotu za homolí 2m spansetem, vyvést kolem homole a dopojistit o věžičku dál 3m spansetem. Když se pod věží rozdělá oheň, správně pofoukne a člověk se nadechne z plnejch plic...",Česká republika,Ústecký,"Ostrov, Himmelreich",21,15,Kwjet a spol,,2011-04-26,,,,2,,,,,
624,Mravenčí útok,"Maják 3m span set, Páter omotaný lanem",Czech Republic,Hradec Kralove,Křížový vrch,16,15,"",,2011-07-27,,,,3,,,,,
630,Zbirohypnol,"Kratší lajna na rychlopunk, kotvení strom - strom nad roklí pod hradem. V rokli nejsou žádné stromy, takže výška je poctivá. Rychlostní rekord 20:18 - začátek napínání, 20:58 začínáme balit :-).",Česká republika,Liberecký,Zbiroh,16,11,"Jindra, Peeto",,2011-08-11,,,,1,,,,,
617,Black beast 9.81 in space,"Lajna vede z věžičky vedle Mórice na druhou stranu než Internacionála. Na věžičce 5m spansetů, na protější věži 5m spanset od nižšího bloku vyveden na vršek. Spajdrovina :-)",Česká republika,Ústecký,"Ostrov, Himmelreich",12,15,Spy.Dr,,2011-04-16,,,,1,,2022-10-22 12:08:08.086,2022-10-22 12:08:08.077,,1
626,Cikánská lajna,"Na Cikánce byla hlava omotaná lanem(stačil by asi 5m spanset) backup 3m spanset, Na protějším masivu omotaný velký šutr lanem",Czech Republic,Hradec Kralove,Ostaš,18,25,"",,2011-08-25,,,,2,,2022-10-22 12:24:49.365,2022-10-22 12:24:49.354,,1
623,Čokoládovej keksík,"Kotvení za stromy, jedna strana 2m, druhá 3m za rozvětvenej buk.",Česká republika,Královéhradecký,"Kost, Plakánek",82,27,Peeto,,2011-07-06,,,,3,,2022-10-22 12:26:30.816,2022-10-22 12:26:30.808,,1
628,Divadelní drama,"Na menší věži obhození bloku pod vrcholem 2m spansetem a vytažení vedle vrcholové čepice 2m spansetem, dojištění ke slaňáku. Na protější věži použití dvou klád(schovány ve spáře na vrcholu)rozepřením do velké spáry, protažení spansetu a vyvedení kotvení na hranu věže 6m spansetů.",Česká republika,Ústecký,Ostrov,33,20,"Q, Anče, Jindra, Peeto",,2011-07-23,,,,2,,2022-10-22 12:31:57.986,2022-10-22 12:31:57.978,,1
621,Dred,"lajna vede ze Slabikáře na Čekatele, kotvení 6 m spansetů (blok na kraji S.)  + 5 m (nižší pilíř s volnym šutrem na Č.), bekap kotvení slaňák na S. (5 m) a volnej šutr na Č. (3 m spanset na obhoz).. lajna se dá přetáhnout odspoda skrz stromy.. napínání na Slabikáři..",Česká republika,Ústecký,Himmelreich,22,12,"Kwjet, Voříšek",,2011-06-05,,,,1,,2022-10-22 12:36:00.446,2022-10-22 12:36:00.439,,1
618,Electro Boogie,"lajna vede z Rozeklanýho kamene na Široký roh - kotvení 8 + 10 m spansetů.. napínání na Širokým rohu.. krásná expozice, čupr príma směr..",Česká republika,Ústecký,Ostrov,34,25,SlackShop Team,,2011-04-18,,,,3,,2022-10-22 12:38:45.652,2022-10-22 12:38:45.645,,1
620,Hippie punk,"Lajna vede ze Stěny Horské služby na Jezevčí doupě(Slackturn). Na SHS potřeba 3m spanset na obhození kamene položeného hned za vrcholkem a 2m spanset na protažení spárou a kotvení vychází přesně na hranu skály, na JD potřeba 9,5m spansetů na obhození celého bloku na vrchu. Pěkná expozice, dobrá přístupnost.",Česká republika,Ústecký,Ostrov,62,25,Peeto a spol.,,2011-04-30,,,,3,,2022-10-22 12:50:45.997,2022-10-22 12:50:45.990,,1
609,Houmlesův odkaz,"lajna je u Barrandovskýho mostu, hned vedle Teras Barrandov.. celkem 16 m spansetů.. repka na přehození se hodí, ale lajna se dá i vytáhnout odspoda.. ",Česká republika,Hlavní město Praha,Praha,29,15,Slackshop Team,,2011-03-30,,,,1,,2022-10-22 12:55:48.987,2022-10-22 12:55:48.978,,1
613,Internacionála,"Na jednu věžičku vedle Mórice vede tak trojka, cca 5m spansetů, na druhou věž výlez komínem, obhození vršku - 4m spansetů.",Česká republika,Ústecký,"Ostrov, Himmelreich",20,15,Kwjet a spol,,2010-10-09,,,,2,,2022-10-22 12:57:52.730,2022-10-22 12:57:52.723,,1
622,K-Comeback,"Lajna natažená při příležitosti Euro climbing rock tripu. Pochozena za světla i ve tmě. Doufám, že se objeví příležitost pro zopakování. Kolouchův návrat na highlinové výslunní...",Česká republika,Liberecký,Grabštejn,25,10,"Peeto, Kolouch, Jindra, Voří",,2011-06-18,,,,1,,2022-10-22 13:05:09.785,2022-10-22 13:05:09.777,,1
627,Kjerag,"Na obou stranách zavrtány 12mm závitové tyče (vlevo 3, vpravo 5). 3 z tyčí jsou moc dlouhé ná závitová oka M12, takže je potřeba na tyče nasadit plakety s 12mm otvorem nebo to pořešit jinak. Jako backup se dá na každé straně ještě obhodit kámen cca 20m od kotvení.
",Norsko,Rogaland,Kjerag (Norway),20,1000,"M. Aschaber, G. Haas, D. Merci","",2004-09-20,,,,4,,2022-10-22 13:06:25.862,2022-10-22 13:06:25.855,,1
631,Zahradní slavnost,"<p>Lajna se kotv&iacute; na p&iacute;skovcov&eacute;m boulderbloku pod Petř&iacute;nem za strom a na druh&eacute; straně za strom pod hradbami, kam se mus&iacute; vyl&eacute;zt odspodu po stromě nebo slanit z hradeb. Opatrně na straně u hradeb, svah kles&aacute; pomaleji, tak tam nepadat.<\/p>
",Česká republika,Hlavní město Praha,"Praha, Petřín",22,13,Kwjet,"",2011-08-14,,,,1,,,,,
633,Koláčovej graf,"Lajna vede z Adršpašské stěny na Zalesněnou věž. Na obou věžích kotvení za stromky, které je potřeba pojistit, my jsme použili 30m a 60m statiky navíckrát.",Německo,Sasko,Ostrov,17,20,"Peeto, Jindra",,2011-08-20,,,,2,,2022-10-22 13:09:59.957,2022-10-22 13:09:59.949,,1
635,Šultime,"Lajna vede ze Zalesněné věže na Obra. Na ZV obhození zaklíněného kamene 3m spansetem a prodloužení 2m spansetem na hranu. Na Obrovi obhození vrchní čepice 3m+2m spansetů. Expozice je parádní, škoda délky lajny, na okraji skal, parádní výška.",Německo,Sasko,Ostrov,11,30,"Peeto, Jindra",,2011-08-20,,,,3,,,,,
650,Kontrapin,Lajna vede z pravé borovice (3m) když stojíme nad převisem a na druhé straně kotvení za buk. Příjemnej směr pro začátek hajlajnění...,Česká republika,Královéhradecký,"Hořice, lom ve Vlčí",23,13,"Bobři, Kaštan",,2011-06-01,,,,2,,2022-10-22 13:11:02.538,2022-10-22 13:11:02.530,,1
634,Korporace,"Lajna vede z Adršpašské stěny na Obra. Na AS kotvení za pojištěný stromek, na Obrovi 5m spansetů na obhození hrotu za vrcholem. Parádní exponovanej směr.",Německo,Sasko,Ostrov,32,25,"Peeto, Jindra",,2011-08-20,,,,3,,2022-10-22 13:11:14.024,2022-10-22 13:11:14.017,,1
640,Kuchtička,Lajna vede z kuchyně na protější rostlou borovici.,Česká republika,Královéhradecký,Kost,70,18,"Q, Peeto, Kolouch",,2011-10-01,,,,2,,2022-10-22 13:13:52.518,2022-10-22 13:13:52.507,,1
639,Zubatá,Highline vede z paláce na hradby u kaple.,Česká republika,Královéhradecký,Kost,22,10,Kolouch,,2011-09-30,,,,1,,,,,
641,Nádherná atmosféra,Lajna vede od původně padacího mostu na protilehlou borovici.,Česká republika,Královéhradecký,Kost,76,20,"Q, Peeto, Píďa",,2011-10-01,,,,3,,2022-10-22 13:29:03.285,2022-10-22 13:29:03.275,,1
646,Spirála,"Lajna se tahá v prostoru psycho spirály, kterouž je bezbariérový chodník\/sjezd z ulice Pod Plynojemem. Snadno napnutelná. Je třeba 5m spansetů na obě strany, případně zdvojit pro větší bezpečnost.",Česká republika,Hlavní město Praha,Praha - Krejcárek,11,11,Adam Havriluk,,2012-04-25,,,,1,,,,,
648,Vyhraněná,"Lajna se kotví za borovici nad hlavní stěnou v lomu (2m), vede kousek podél hrany a na druhé sraně za mohutnou borovici přes rokli (3m). Na chození pěkná, u hrany bacha na pády nebo nastoupit dál.",Česká republika,Královéhradecký,"Hořice, lom ve Vlčí",32,13,"Peeto, OHK, Oli",,2012-06-01,,,,2,,,,,
649,Podzimní,Lajna vede z levé borovice když stojíme nad převisem (3m) na borovici nad hlavní stěnou lomu (2m). Příjemný pochození s menší expozicí.,Česká republika,Královéhradecký,"Hořice, lom ve Vlčí",28,13,"Peeto, OHK, Oli",,2011-10-29,,,,2,,,,,
651,Uzlíčku drž,"Lajna přímo na hradě na hlavní velký vyhlídce za zábradlím. Kotvená za solidní uzel ve spáře(5m spansetu) a k udržení lajny ve směru nutno udělat podlouhlý uzel na spansetu a strčit do díry pod hranou a provlíknout jím hlavní spanset. Druhá strana kotvená na věži vlevo od vyhlídky kam se musí lézt docela těžká cesta. Je tam větší borovice, od ktere to chce 17m spansetů . Spansety se vedou okolo malé borovice a směr se usměrnuje dalším uzlem ve spáře.  ",Česká republika,Středočeský,drábské světničky,25,35,Kwjet,,2012-06-09,,,,2,,,,,
638,Démon v hlavě,"hajlajn v Srbsku na Alkazaru v 2. patře.. vede od domečku (3 nýty + 2 borháky na bekap) na druhou stranu ke štole (3 nýty + 1 nýt na bekap).. napínání u domečku.. spansety: 3 m + 6 m na bekap u domečku; 2 m + 2 m na bekap u štoly.. hodí se cca 30 m repky na přehození lajny kolem křoví u domečku.. na okraji masivu je strom, který je potřeba s lajnou oblézt.. celkem 7 ok/plaket je nutno přinést s sebou, na nýtech jsou jen podložky a matky..
",Česká republika,Středočeský,Srbsko,79,40,SlackShop Team,"",2011-09-28,,,,3,,2022-10-22 12:31:20.035,2022-10-22 12:31:20.028,,1
642,Duhový křovíčko,"",Česká republika,Středočeský,"srbsko, lom Alkazar",26,20,kwjet,"",,,,,2,,2022-10-22 12:37:40.244,2022-10-22 12:37:40.237,,1
632,Frekvence,"Urban highline na Hlávkově mostě, kotvení za bloky zábradlí, 2m spansety + 1m spanset na prodloužení jedné strany. Chodí se nad Vltavou, přístup parádní. Tahali jsme kolem desátý večer, přes den bych to moc nepraktikoval, když jsme dochodili, jeli kolem uniformovaný a stavili se na pokec. Možností na delší i kratší směry je víc...",Česká republika,Hlavní město Praha,"Praha, Hlávkův most",25,10,"Kwjet, Peeto",,2011-08-14,,,,1,,2022-10-22 12:43:01.014,2022-10-22 12:43:01.006,,1
644,Havana,Skála hřeben naproti mechobetonu. Spansety:5m+ min. 10m. jedna strana je problémová a je to tam dost oblé(obhodit vše co se dá!!!).,Česká republika,Hlavní město Praha,Praha-Divoká Šárka,20,10,Q a Alex Schulz,,2012-01-21,,,,1,,2022-10-22 12:48:14.877,2022-10-22 12:48:14.871,,1
637,Hitparáda,hajlajn v Srbsku na Alkazaru v 2. patře.. vede od domečku (3 nýty 12 mm - jenom šroub a matka s podložkou + 2 borháky na bekap) k šutru v polovině oblouku 2. patra.. spansety: 3 m + 6 m bekap u domečku a 8 m u šutru (obhoz).. napínání u domečku.. 3 plakety/oka na 12 mm nutno donést vlastní..,Česká republika,Středočeský,Srbsko,55,20,SlackShop Team,"",2011-09-26,,,,3,,2022-10-22 12:51:19.737,2022-10-22 12:51:19.729,,1
